reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.TP.Y.24m,"4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.2h.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Primary Carer,Option,Within 24 months
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.TP.Y.6m,"4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.2h.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Primary Carer,Option,Within 6 months
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrAcs.TP.Y.O24,"4.1.2h Do you require primary carers to take employer- funded paid parental leave within a certain time after the birth, adoption, surrogacy and/or stillbirth?",4.1.2h.1 Time period for carers to take employer funded leave,Period to take employer-funded paid parental leave,Primary Carer,Option,Over 24 months
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrCvrg.Ad,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,Employer-funded paid parental leave covers,Primary Carer,Option,Adoption
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrCvrg.Br,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,Employer-funded paid parental leave covers,Primary Carer,Option,Birth
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrCvrg.Sb,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,Employer-funded paid parental leave covers,Primary Carer,Option,Stillbirth
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrCvrg.Sr,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,4.1.2b Please indicate whether your employer-funded paid parental leave for primary carers covers,Employer-funded paid parental leave covers,Primary Carer,Option,Surrogacy
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.PrWks.Dets,4.1.2e How many weeks (minimum) of employer-funded paid parental leave for primary carers is provided?,4.1.2e How many weeks (minimum) of employer-funded paid parental leave for primary carers is provided?,Weeks of employer-funded paid parental leave provided,Primary Carer,Numeric,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Super.Emp,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Primary Carer,Option,"Yes, on employer funded parental leave"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Super.Gov,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Primary Carer,Option,"Yes, on government funded parental leave"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Super.No,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Primary Carer,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Super.Unp,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,4.1.2d Do you pay superannuation contribution to your primary carers while they are on parental leave?,Superannuation contributions made to carers while on parental leave,Primary Carer,Option,"Yes, on unpaid parental leave"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPLY.Pay.Gap,4.1.2c How do you pay employer-funded paid parental leave to primary carers?,4.1.2c How do you pay employer-funded paid parental leave to primary carers?,Employer-funded paid parental leave is paid by,Primary Carer,Option,Paying the gap between the employee's salary and the government's paid parental leave scheme
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.PrPPL.Y.Pay,4.1.2c How do you pay employer-funded paid parental leave to primary carers?,4.1.2c How do you pay employer-funded paid parental leave to primary carers?,Employer-funded paid parental leave is paid by,Primary Carer,Option,As a lump sum payment
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.N,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Secondary Carer,Option,No
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.N.Dev,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Secondary Carer,Option,Currently under development
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.N.Dev.Date,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Secondary Carer,Date,NA
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.N.Oth,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Secondary Carer,Option,Other
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.Y,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,4.1.3 Do you provide employer-funded paid parental leave for secondary carers in addition to any government-funded parental leave scheme?,Provides employer-funded paid parental leave for carers in addition to the government-funded parental leave scheme,Secondary Carer,Option,Yes
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.Y.Avl.All,4.1.3a Please indicate whether your employer-funded paid parental leave for secondary carers is available to,4.1.3a Please indicate whether your employer-funded paid parental leave for secondary carers is available to,Employer-funded paid parental leave is available to,Secondary Carer,Option,"All, regardless of gender"
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.Y.Avl.Men,4.1.3a Please indicate whether your employer-funded paid parental leave for secondary carers is available to,4.1.3a Please indicate whether your employer-funded paid parental leave for secondary carers is available to,Employer-funded paid parental leave is available to,Secondary Carer,Option,Men only
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.Y.Avl.Wom,4.1.3a Please indicate whether your employer-funded paid parental leave for secondary carers is available to,4.1.3a Please indicate whether your employer-funded paid parental leave for secondary carers is available to,Employer-funded paid parental leave is available to,Secondary Carer,Option,Women only
2023-24,Employee support,Paid Parental Leave,PPL.RegCarer.YW.SePPL.Y.Pay.Full,4.1.3c How do you pay employer-funded paid parental leave to secondary carers?,4.1.3c How do you pay employer-funded paid parental leave to secondary carers?,Employer-funded paid parental leave is paid by,Secondary Carer,Option,Paying the employee's full salary
